baslik_kontrol,input_kontrol,buton_kontrol,resim_kontrol,submit_kontrol,link_kontrol,sifre_alani_kontrol,mail_alani_kontrol,gizli_etiket_kontrol,ses_dosyasi_kontrol,video_kontrol,input_sayisi,buton_sayisi,resim_sayisi,secenek_sayisi,liste_sayisi,TH_sayisi,TR_sayisi,href_sayisi,paragraf_sayisi,script_sayisi,baslik_uzunlugu,url,label
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,9,3,6,18,https://chimesweepstakes35.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,9,5,6,17,https://chimesweepstakes37.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,1,0,0,9,3,6,17,https://chimesweepstakes42.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,16,https://congratulations9.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,9,5,6,16,https://congratulations48.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,15,https://congratulations57.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,5,6,15,https://congratulations95.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,15,https://congratulations97.godaddysites.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,https://paketstrankaposta.web.app/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,https://paketstrankaposta.firebaseapp.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,5,6,7,https://contact41.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,5,6,7,https://contact77.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,6,8,https://docusign9.godaddysites.com/about,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,7,0,0,12,2,23,17,https://dropbox3.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12,2,18,7,https://dropbox4.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,14,2,16,7,https://dropbox5.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,12,3,22,7,https://dropbox6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,22,7,https://dropbox7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,17,7,https://dropbox8.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,8,0,0,13,2,23,7,https://dropbox10.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,4,8,https://dropbox47.godaddysites.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,7,https://dropbox97.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,4,0,0,9,4,5,13,https://emailservice2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,5,32,https://emailverificationadminupgrade2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,32,https://emailverificationadminupgrade13.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,5,32,https://emailverificationadminupgrade85.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,33,https://emailverificationadminupgrade91.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,4,6,25,https://emailverificationupdate28.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,9,3,6,25,https://emailverificationupdate32.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,3,6,25,https://emailverificationupdate50.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,3,6,25,https://emailverificationupdate58.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,3,6,25,https://emailverificationupdate64.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,4,6,25,https://emailverificationupdate76.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,3,6,25,https://emailverificationupdate78.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,11,0,0,9,4,6,8,https://eurobank8.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,3,6,8,https://eurobank7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,5,6,8,https://eurobank19.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,6,6,8,https://eurobank44.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,10,0,0,9,3,6,9,https://eurobank51.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,5,6,8,https://eurobank99.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,6,https://fileee7.godaddysites.com/,1
,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,https://hieraktualisieren4.yolasite.com/,1
,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,https://hieraktualisieren7.yolasite.com/,1
,1,0,0,1,1,0,1,1,0,0,13,0,0,0,4,0,0,5,7,11,7,http://hieraktualisieren7.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,9,https://information24.godaddysites.com/,1
,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,5,7,https://infos4.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,3,0,0,0,7,0,0,4,0,3,4,https://linkedin8.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,3,0,3,4,https://linkedin13.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,4,https://linkedin14.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,4,https://linkedin24.yolasite.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,7,https://mail0.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,13,3,14,4,https://mail4.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,8,https://mail6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,6,4,https://mail12.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,4,https://mail16.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,7,https://mailbox1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12,2,17,10,https://mailupdate1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,3,6,3,https://nbg14.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,9,3,6,3,https://nbg50.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,16,8,https://onedrive1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,11,3,17,19,https://onedrive2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,3,0,0,4,0,0,13,2,21,8,https://onedrive3.godaddysites.com/,1
,1,1,0,0,1,1,0,1,0,0,12,9,0,54,0,0,0,4,0,6,26,https://acesso-com-umclique.com/hipercard/home.php?userID=&uri=Ba74/vxRjpyw8g6YedDmlCJtRoeUpzWMLeO9AaP8sJc=,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,12,2,17,8,https://onedrive5.godaddysites.com/,1
,1,1,0,0,1,1,0,1,0,0,12,9,0,54,0,0,0,4,0,6,26,https://acesso-com-umclique.com/hipercard/home.php?userid=13&amp;uri=vpkmcdtwg70lkgghvqpk1rlu7n1ng/flg7fdfewxslk14-,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,17,2,17,8,https://onedrive7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,2,20,19,https://onedrive8.godaddysites.com/contact,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,11,2,14,9,https://onedrive21.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,5,https://ooooo7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,5,https://ooooo10.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,6,5,https://ooooo89.godaddysites.com/,1
,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,4,0,3,7,https://outlooklive17.yolasite.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,5,https://pape2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,4,6,5,https://pape22.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,5,6,4,https://pape65.godaddysites.com/,1
,0,1,0,0,1,0,0,0,0,0,0,4,0,0,12,0,0,8,0,26,29,https://peringatanpemblokiran895.weebly.com/,1
,1,1,0,1,1,0,0,1,0,0,9,4,0,0,12,0,0,8,0,26,29,https://peringatanpemblokiran975.weebly.com/,1
,1,1,0,1,1,0,0,1,0,0,10,1,0,0,2,0,0,12,0,23,17,https://peringatanpemblokiran988.weebly.com/,1
,0,1,0,0,1,0,0,0,0,0,0,4,0,0,12,0,0,8,0,26,29,https://peringatanpemblokiran993.weebly.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,3,6,14,https://poillbarlean21.godaddysites.com/,1
,1,1,0,1,1,0,0,1,0,0,10,1,0,0,1,0,0,2,0,14,18,https://proximus1.weebly.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,42,https://sbcglobalemailverificationadmi3.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,5,0,0,9,3,5,42,https://sbcglobalemailverificationadmi31.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,6,9,https://servterm30.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,23,23,https://shaw6.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,9,7,6,4,https://shaw98.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,2,6,11,https://siteorange8.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,2,0,0,9,5,6,7,https://sweeps1.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,2,0,0,9,5,6,6,https://sweeps9.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,8,6,6,https://sweeps95.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,5,6,11,https://sweepstakes0.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,5,6,12,https://sweepstakes2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,3,6,12,https://sweepstakes3.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,1,0,0,9,3,6,11,https://sweepstakes4.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,13,0,0,9,3,6,11,https://sweepstakes8.godaddysites.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,12,https://sweepstakes11.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,28,0,0,9,13,10,12,https://sweepstakes12.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,4,6,12,https://sweepstakes14.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,9,0,0,9,5,6,12,https://sweepstakes19.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,4,6,12,https://sweepstakes25.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,3,6,12,https://sweepstakes26.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,13,2,0,0,28,0,0,9,13,10,13,https://sweepstakes27.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,3,6,12,https://sweepstakes31.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,5,0,0,9,7,6,12,https://sweepstakes32.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,3,6,12,https://sweepstakes37.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,28,0,0,9,13,10,13,https://sweepstakes40.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,31,0,0,9,12,10,12,https://sweepstakes49.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,11,2,0,0,28,0,0,9,13,10,13,https://sweepstakes50.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,12,https://sweepstakes52.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,3,6,12,https://sweepstakes55.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,3,0,0,9,3,6,12,https://sweepstakes60.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,6,0,0,9,3,6,12,https://sweepstakes63.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,12,https://sweepstakes65.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,3,6,13,https://sweepstakes71.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,1,0,0,9,3,6,11,https://sweepstakes76.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,7,9,20,6,14,https://trapezaethniki86.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,11,2,18,7,https://upgrade2.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12,2,17,7,https://upgrade10.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12,2,19,7,https://upgrade13.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,11,2,17,7,https://upgrade15.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,3,21,9,https://upgrade22.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,11,https://virginmedia3.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,6,6,12,https://virginmedia19.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,11,https://virginmedia48.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,11,https://virginmedia64.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,3,5,11,https://virginmedia94.godaddysites.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,10,0,0,3,0,3,4,https://walletconnect10.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,4,1,3,4,https://walletconnect16.yolasite.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,5,6,16,https://winner7.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,7,6,6,https://winner14.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,5,6,6,https://winner16.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,5,6,6,https://winner33.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,9,5,6,6,https://winner38.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,9,4,6,7,https://winner64.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,9,5,6,7,https://winner70.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,9,4,6,7,https://winner72.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,9,4,6,8,https://winner79.godaddysites.com/,1
,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,9,4,6,6,https://winner99.godaddysites.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,5,4,https://xfinity0.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity8.yolasite.com/,1
,1,0,0,1,1,0,0,1,0,0,12,0,0,0,4,0,0,5,6,11,7,https://xfinity9.yolasite.com/,1
,1,0,0,1,1,0,1,1,0,0,12,0,0,0,0,0,0,5,6,11,7,https://xfinity12.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity14.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity15.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity20.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity21.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,4,https://xfinity22.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,4,https://xfinity23.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,3,15,https://xfinity29.yolasite.com/,1
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,https://xfinity32.yolasite.com/,1
,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,5,18,https://xfinity34.yolasite.com/,1
